id,name,tag_line,logo,image,description,address,tin_no,status,is_deleted,created_on,updated_on,closing_time,opening_time,cost_for_two,delivery_time,minimum_order
334,           Maayas Sweets         ,"North Indian, South Indian, Chinese, Mithai",images/kLHjeBeo.jpg,images/kLHjeBeo.jpg,"North Indian, South Indian, Chinese, Mithai",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
335,           Fourty Four         ,Continental,images/KJKHrNMH.jpg,images/KJKHrNMH.jpg,Continental,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,45,50
336,           Coastal Curries         ,South Indian,images/kJYgGwgy.jpg,images/kJYgGwgy.jpg,South Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,50
337,           Ongton         ,Chinese,images/dnUuPBZA.jpg,images/dnUuPBZA.jpg,Chinese,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
338,           Slice Of Italy         ,"Pizza, Italian, Salad, Bakery, Sandwich, Beverages",images/GRnstmPh.jpg,images/GRnstmPh.jpg,"Pizza, Italian, Salad, Bakery, Sandwich, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,40,50
339,           The Zaika King         ,"North Indian, Mughlai, Momos",images/DAmXHGgb.jpg,images/DAmXHGgb.jpg,"North Indian, Mughlai, Momos",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,45,50
340,           Southy         ,South Indian,images/UMHkhFgf.jpg,images/UMHkhFgf.jpg,South Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
341,           The Good Bowl         ,"Asian, Biryani, North Indian",images/foDLLOZv.jpg,images/foDLLOZv.jpg,"Asian, Biryani, North Indian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,99
342,           Meal a Deal         ,"North Indian, Fast Food",images/QYqqOIHj.jpg,images/QYqqOIHj.jpg,"North Indian, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
343,           Quick Grabs         ,"North Indian, Chinese",images/omqgBPLc.jpg,images/omqgBPLc.jpg,"North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,45,99
344,           Speedy Chow         ,"Chinese, Asian",images/tTMnnjqC.jpg,images/tTMnnjqC.jpg,"Chinese, Asian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,99
345,           Cuisine of China         ,"Chinese, Thai, Momos",images/tFWPSjMf.jpg,images/tFWPSjMf.jpg,"Chinese, Thai, Momos",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,45,99
346,           Kathi Junction         ,"Rolls, North Indian, Biryani",images/DkrxzckF.jpg,images/DkrxzckF.jpg,"Rolls, North Indian, Biryani",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,45,50
347,           Baskin Robbins         ,"Desserts, Ice Cream, Beverages",images/KlkHBBdh.jpg,images/KlkHBBdh.jpg,"Desserts, Ice Cream, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,99
348,           Moti Mahal Deluxe Advant         ,"North Indian, Mughlai",images/YeFvnvHf.jpg,images/YeFvnvHf.jpg,"North Indian, Mughlai",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,400,45,99
349,           Maayas Sweets         ,"North Indian, South Indian, Chinese, Mithai",images/FfckOZKy.jpg,images/FfckOZKy.jpg,"North Indian, South Indian, Chinese, Mithai",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
350,           Fourty Four         ,Continental,images/tZIPHfCB.jpg,images/tZIPHfCB.jpg,Continental,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,45,50
351,           Nutridish         ,"Healthy Food, Continental",images/ztYmvLhy.jpg,images/ztYmvLhy.jpg,"Healthy Food, Continental",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,45,50
352,           Bakingo         ,"Bakery, Desserts",images/KNQzyjfo.jpg,images/KNQzyjfo.jpg,"Bakery, Desserts",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,90,50
353,           The Monks Bowl         ,"Chinese, Momos",images/HVGAyZAN.jpg,images/HVGAyZAN.jpg,"Chinese, Momos",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,35,50
354,           Office Cafe         ,"Fast Food, Desserts, Beverages",images/vyHQwLGB.jpg,images/vyHQwLGB.jpg,"Fast Food, Desserts, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,60,50
355,           The Belgian Fries Company         ,"Street Food, Burger, American",images/SFcENnKj.jpg,images/SFcENnKj.jpg,"Street Food, Burger, American",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,60,99
356,           Hot Plate         ,North Indian,images/pbzAypyh.jpg,images/pbzAypyh.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,45,50
357,           Chinese-Yumm         ,Chinese,images/qOQbqrEe.jpg,images/qOQbqrEe.jpg,Chinese,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
358,           OOTA         ,South Indian,images/fHkxMUto.jpg,images/fHkxMUto.jpg,South Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,45,0
359,           House of Taste         ,North Indian,images/sBFwmyyL.jpg,images/sBFwmyyL.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,45,50
360,           Dunkin' Donuts         ,"Desserts, Beverages, Burger, Fast Food",images/TunDHlDm.jpg,images/TunDHlDm.jpg,"Desserts, Beverages, Burger, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,40,50
361,           The Masala Parcel By Meeta Sharma         ,"North Indian, Chinese, Italian, Rolls",images/iZfnTTMn.jpg,images/iZfnTTMn.jpg,"North Indian, Chinese, Italian, Rolls",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,50
362,           The Rolls World         ,"Rolls, Fast Food, Beverages",images/jQSexcGM.jpg,images/jQSexcGM.jpg,"Rolls, Fast Food, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,60,99
363,           BSGulati's Punjabi Swad         ,North Indian,images/rXhAykdL.jpg,images/rXhAykdL.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,55,0
364,           Punjabi          ,North Indian,images/rXhAykdL.jpg,images/rXhAykdL.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,55,0
