id,name,tag_line,logo,image,description,address,status,is_deleted,created_on,updated_on,closing_time,cost_for_two,delivery_time,minimum_order,opening_time
348,           Moti Mahal Deluxe Advant         ,"North Indian, Mughlai",YeFvnvHf.jpg,YeFvnvHf.jpg,"North Indian, Mughlai",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,400,45,99,11:00
349,           Maayas Sweets         ,"North Indian, South Indian, Chinese, Mithai",FfckOZKy.jpg,FfckOZKy.jpg,"North Indian, South Indian, Chinese, Mithai",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
350,           Fourty Four         ,Continental,tZIPHfCB.jpg,tZIPHfCB.jpg,Continental,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,45,50,11:00
351,           Nutridish         ,"Healthy Food, Continental",ztYmvLhy.jpg,ztYmvLhy.jpg,"Healthy Food, Continental",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,45,50,11:00
352,           Bakingo         ,"Bakery, Desserts",KNQzyjfo.jpg,KNQzyjfo.jpg,"Bakery, Desserts",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,90,50,11:00
353,           The Monks Bowl         ,"Chinese, Momos",HVGAyZAN.jpg,HVGAyZAN.jpg,"Chinese, Momos",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,35,50,11:00
354,           Office Cafe         ,"Fast Food, Desserts, Beverages",vyHQwLGB.jpg,vyHQwLGB.jpg,"Fast Food, Desserts, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,60,50,11:00
355,           The Belgian Fries Company         ,"Street Food, Burger, American",SFcENnKj.jpg,SFcENnKj.jpg,"Street Food, Burger, American",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,60,99,11:00
356,           Hot Plate         ,North Indian,pbzAypyh.jpg,pbzAypyh.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,45,50,11:00
357,           Chinese-Yumm         ,Chinese,qOQbqrEe.jpg,qOQbqrEe.jpg,Chinese,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
358,           OOTA         ,South Indian,fHkxMUto.jpg,fHkxMUto.jpg,South Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,45,0,11:00
359,           House of Taste         ,North Indian,sBFwmyyL.jpg,sBFwmyyL.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,45,50,11:00
360,           Dunkin' Donuts         ,"Desserts, Beverages, Burger, Fast Food",TunDHlDm.jpg,TunDHlDm.jpg,"Desserts, Beverages, Burger, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,40,50,11:00
361,           The Masala Parcel By Meeta Sharma         ,"North Indian, Chinese, Italian, Rolls",iZfnTTMn.jpg,iZfnTTMn.jpg,"North Indian, Chinese, Italian, Rolls",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,50,11:00
362,           The Rolls World         ,"Rolls, Fast Food, Beverages",jQSexcGM.jpg,jQSexcGM.jpg,"Rolls, Fast Food, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,60,99,11:00
363,           BSGulati's Punjabi Swad         ,North Indian,rXhAykdL.jpg,rXhAykdL.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,55,20,11:01
364,           BSGulati's Punjabi       ,North Indian,rXhAykdL.jpg,rXhAykdL.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:31,2019-05-16 12:20:24.966978+05:31,11:01,101,56,21,11:02
