id,name,description,short_description,food_type,is_offer_active,is_variant,base_price,is_outof_stock,status,is_deleted,created_on,updated_on
7228,Gulkand Shake,Gulkand Shake,Gulkand Shake,Non-Vegetarian,True,False,79,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7229,Vanilla Shake,Vanilla Shake,Vanilla Shake,Non-Vegetarian,True,False,79,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7230,Chocolate Shake,Chocolate Shake,Chocolate Shake,Vegetarian,True,False,79,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7231,Strawberry Shake,Strawberry Shake,Strawberry Shake,Vegetarian,True,False,79,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7232,South Indian Snacks Platter,South Indian Snacks Platter,South Indian Snacks Platter,Non-Vegetarian,True,False,290,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7233,Dasaprakash Special Thali,Dasaprakash Special Thali,Dasaprakash Special Thali,Non-Vegetarian,True,False,350,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7234,South Indian Executive Thali,South Indian Executive Thali,South Indian Executive Thali,Vegetarian,True,False,290,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7235,South Indian Mini Thali,South Indian Mini Thali,South Indian Mini Thali,Non-Vegetarian,True,False,230,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7236,Kulcha Platter,Kulcha Platter,Kulcha Platter,Vegetarian,True,False,300,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7237,Kebab Platter,Kebab Platter,Kebab Platter,Vegetarian,True,False,320,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7238,Tandoori Platter,Tandoori Platter,Tandoori Platter,Non-Vegetarian,True,False,320,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7239,North Indian Thali,North Indian Thali,North Indian Thali,Vegetarian,True,False,350,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7240,Dasaprakash Special Paneer Tikka,Dasaprakash Special Paneer Tikka,Dasaprakash Special Paneer Tikka,Vegetarian,True,False,325,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7241,Paneer Tikka,Paneer Tikka,Paneer Tikka,Vegetarian,True,False,310,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7242,Tandoori Momos,Tandoori Momos,Tandoori Momos,Non-Vegetarian,True,False,230,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7243,Dahi ke Sholey,Dahi ke Sholey,Dahi ke Sholey,Non-Vegetarian,True,False,240,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7244,Soya Chaap Tikka,Soya Chaap Tikka,Soya Chaap Tikka,Vegetarian,True,False,240,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7245,Tandoori Bharwa Aloo,Tandoori Bharwa Aloo,Tandoori Bharwa Aloo,Vegetarian,True,False,260,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7246,Stuffed Mushroom,Stuffed Mushroom,Stuffed Mushroom,Vegetarian,True,False,260,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7247,Corn Kebab,Corn Kebab,Corn Kebab,Non-Vegetarian,True,False,260,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7248,Dahi Kebab,Dahi Kebab,Dahi Kebab,Non-Vegetarian,True,False,250,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7249,Honey Chilli Potatoes,Honey Chilli Potatoes,Honey Chilli Potatoes,Non-Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7250,Crispy Corn Salt and Pepper,Crispy Corn Salt and Pepper,Crispy Corn Salt and Pepper,Non-Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7251,Vegetables Salt and Pepper,Vegetables Salt and Pepper,Vegetables Salt and Pepper,Non-Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7252,Chilli Mushroom,Chilli Mushroom,Chilli Mushroom,Non-Vegetarian,True,False,240,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7253,Veg Spring Roll,Veg Spring Roll,Veg Spring Roll,Non-Vegetarian,True,False,220,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7254,Veg Momos,Veg Momos,Veg Momos,Vegetarian,True,False,220,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7255,Veg Fried Momos,Veg Fried Momos,Veg Fried Momos,Vegetarian,True,False,230,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7256,Veg Manchurian Dry,Veg Manchurian Dry,Veg Manchurian Dry,Vegetarian,True,False,240,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7257,Paneer Manchurian Dry,Paneer Manchurian Dry,Paneer Manchurian Dry,Non-Vegetarian,True,False,270,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7258,Kurkure Mushroom,Kurkure Mushroom,Kurkure Mushroom,Non-Vegetarian,True,False,270,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7259,Chilli Paneer,Chilli Paneer,Chilli Paneer,Non-Vegetarian,True,False,280,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7260,Dal Makhani,Dal Makhani,Dal Makhani,Vegetarian,True,False,260,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7261,Dal Tadka,Dal Tadka,Dal Tadka,Vegetarian,True,False,240,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7262,Dal Gharwali,Dal Gharwali,Dal Gharwali,Vegetarian,True,False,250,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7263,Chana Masala,Chana Masala,Chana Masala,Non-Vegetarian,True,False,260,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7264,Tawa Mushroom,Tawa Mushroom,Tawa Mushroom,Non-Vegetarian,True,False,290,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7265,Kadai Chaap Masala,Kadai Chaap Masala,Kadai Chaap Masala,Vegetarian,True,False,290,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7266,Mushroom Hara Pyaz,Mushroom Hara Pyaz,Mushroom Hara Pyaz,Non-Vegetarian,True,False,290,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7267,Aloo Gobi Adraki,Aloo Gobi Adraki,Aloo Gobi Adraki,Vegetarian,True,False,250,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7268,Subz Khazana,Subz Khazana,Subz Khazana,Vegetarian,True,False,250,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7269,Jeera Aloo,Jeera Aloo,Jeera Aloo,Non-Vegetarian,True,False,250,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7270,Kashmiri Dum Aloo,Kashmiri Dum Aloo,Kashmiri Dum Aloo,Non-Vegetarian,True,False,290,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7271,Palak Paneer,Palak Paneer,Palak Paneer,Vegetarian,True,False,310,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7272,Kadai Paneer,Kadai Paneer,Kadai Paneer,Non-Vegetarian,True,False,330,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7273,Shahi Paneer,Shahi Paneer,Shahi Paneer,Vegetarian,True,False,310,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7274,Tawa Paneer,Tawa Paneer,Tawa Paneer,Vegetarian,True,False,310,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7275,Paneer Butter Masala,Paneer Butter Masala,Paneer Butter Masala,Non-Vegetarian,True,False,320,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7276,Paneer Tikka Masala,Paneer Tikka Masala,Paneer Tikka Masala,Non-Vegetarian,True,False,325,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7277,Diwani Handi,Diwani Handi,Diwani Handi,Non-Vegetarian,True,False,300,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7278,Paneer Dhania Adraki,Paneer Dhania Adraki,Paneer Dhania Adraki,Non-Vegetarian,True,False,325,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7279,Malai Kofta,Malai Kofta,Malai Kofta,Non-Vegetarian,True,False,290,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7280,Matar Methi Malai,Matar Methi Malai,Matar Methi Malai,Non-Vegetarian,True,False,290,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7281,Navarama Korma,Navarama Korma,Navarama Korma,Vegetarian,True,False,325,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7282,Rasam with Applam,Rasam with Applam,Rasam with Applam,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7283,Paneer Makhani,Paneer Makhani,Paneer Makhani,Vegetarian,True,False,300,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7284,Vegetables in Hot Garlic Sauce,Vegetables in Hot Garlic Sauce,Vegetables in Hot Garlic Sauce,Non-Vegetarian,True,False,240,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7285,Vegetables in Schezwan Sauce,Vegetables in Schezwan Sauce,Vegetables in Schezwan Sauce,Vegetarian,True,False,240,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7286,Sweet and Sour Vegetables,Sweet and Sour Vegetables,Sweet and Sour Vegetables,Vegetarian,True,False,240,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7287,Veg Manchurian Gravy,Veg Manchurian Gravy,Veg Manchurian Gravy,Vegetarian,True,False,230,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7288,Paneer Manchurian Gravy,Paneer Manchurian Gravy,Paneer Manchurian Gravy,Non-Vegetarian,True,False,260,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7289,Veg Kolhapuri,Veg Kolhapuri,Veg Kolhapuri,Vegetarian,True,False,275,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7290,Vegetable in Hot Garlic Sauce,Vegetable in Hot Garlic Sauce,Vegetable in Hot Garlic Sauce,Non-Vegetarian,True,False,245,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7291,Vegetables in Hot Schezwan Sauce,Vegetables in Hot Schezwan Sauce,Vegetables in Hot Schezwan Sauce,Vegetarian,True,False,245,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7292,Sweet and Sour Vegetables,Sweet and Sour Vegetables,Sweet and Sour Vegetables,Non-Vegetarian,True,False,245,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7293,Veg Manchurian Gravy,Veg Manchurian Gravy,Veg Manchurian Gravy,Vegetarian,True,False,235,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7294,Paneer Manchurian Gravy,Paneer Manchurian Gravy,Paneer Manchurian Gravy,Vegetarian,True,False,265,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7295,Chilli Paneer Gravy,Chilli Paneer Gravy,Chilli Paneer Gravy,Non-Vegetarian,True,False,285,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7296,Dal Tadka,Dal Tadka,Dal Tadka,Vegetarian,True,False,260,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7297,Dal Garhwali,Dal Garhwali,Dal Garhwali,Vegetarian,True,False,270,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7298,Dal Makhani,Dal Makhani,Dal Makhani,Vegetarian,True,False,280,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7299,Chana Masala,Chana Masala,Chana Masala,Vegetarian,True,False,270,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7300,Tawa Mushroom,Tawa Mushroom,Tawa Mushroom,Non-Vegetarian,True,False,300,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7301,Kadai Chaap Masala,Kadai Chaap Masala,Kadai Chaap Masala,Non-Vegetarian,True,False,300,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7302,Mushroom Hara Pyaz,Mushroom Hara Pyaz,Mushroom Hara Pyaz,Non-Vegetarian,True,False,300,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7303,Aloo Gobi Adraki,Aloo Gobi Adraki,Aloo Gobi Adraki,Non-Vegetarian,True,False,260,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7304,Subz Khazana,Subz Khazana,Subz Khazana,Non-Vegetarian,True,False,260,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7305,Veg Kolhapuri,Veg Kolhapuri,Veg Kolhapuri,Vegetarian,True,False,275,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7306,Jeera Aloo,Jeera Aloo,Jeera Aloo,Non-Vegetarian,True,False,260,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7307,Paneer Makhani,Paneer Makhani,Paneer Makhani,Vegetarian,True,False,300,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7308,Palak Paneer,Palak Paneer,Palak Paneer,Vegetarian,True,False,310,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7309,Kadai Paneer,Kadai Paneer,Kadai Paneer,Non-Vegetarian,True,False,330,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7310,Shahi Paneer,Shahi Paneer,Shahi Paneer,Non-Vegetarian,True,False,310,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7311,Tawa Paneer,Tawa Paneer,Tawa Paneer,Non-Vegetarian,True,False,310,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7312,Paneeer Butter Masala,Paneeer Butter Masala,Paneeer Butter Masala,Non-Vegetarian,True,False,320,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7313,Rasam Vada,Rasam Vada,Rasam Vada,Non-Vegetarian,True,False,155,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7314,Medu Vada,Medu Vada,Medu Vada,Vegetarian,True,False,160,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7315,Keerai Vada,Keerai Vada,Keerai Vada,Vegetarian,True,False,165,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7316,Dahi Vada,Dahi Vada,Dahi Vada,Non-Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7317,Madras Masala Vada,Madras Masala Vada,Madras Masala Vada,Vegetarian,True,False,165,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7318,Mysore Bonda,Mysore Bonda,Mysore Bonda,Non-Vegetarian,True,False,165,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7319,Chettinad Urlai Roast,Chettinad Urlai Roast,Chettinad Urlai Roast,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7320,Guntur Chilli Gobi,Guntur Chilli Gobi,Guntur Chilli Gobi,Vegetarian,True,False,200,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7321,Plain Dosa,Plain Dosa,Plain Dosa,Non-Vegetarian,True,False,155,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7322,Masala Doda,Masala Doda,Masala Doda,Vegetarian,True,False,185,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7323,Mysore Plain Dosa,Mysore Plain Dosa,Mysore Plain Dosa,Vegetarian,True,False,195,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7324,Mysore Masala Dosa,Mysore Masala Dosa,Mysore Masala Dosa,Vegetarian,True,False,215,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7325,Onion Plain Dosa,Onion Plain Dosa,Onion Plain Dosa,Non-Vegetarian,True,False,175,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7326,Onion Masala Dosa,Onion Masala Dosa,Onion Masala Dosa,Vegetarian,True,False,195,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7327,Ghee Roast Paper Plain Dosa,Ghee Roast Paper Plain Dosa,Ghee Roast Paper Plain Dosa,Non-Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7328,Ghee Roast Paper Masala Dosa,Ghee Roast Paper Masala Dosa,Ghee Roast Paper Masala Dosa,Vegetarian,True,False,200,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7329,Plain Roast Podi Dosa,Plain Roast Podi Dosa,Plain Roast Podi Dosa,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7330,Roast Masala Podi dosa,Roast Masala Podi dosa,Roast Masala Podi dosa,Non-Vegetarian,True,False,195,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7331,Butter Plain Dosa,Butter Plain Dosa,Butter Plain Dosa,Non-Vegetarian,True,False,190,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7332,Butter Masala Dosa,Butter Masala Dosa,Butter Masala Dosa,Non-Vegetarian,True,False,200,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7333,Plain Garlic Dosa,Plain Garlic Dosa,Plain Garlic Dosa,Vegetarian,True,False,200,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7334,Garlic Masala Dosa,Garlic Masala Dosa,Garlic Masala Dosa,Non-Vegetarian,True,False,220,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7335,Plain Crispy Rava Dosa,Plain Crispy Rava Dosa,Plain Crispy Rava Dosa,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7336,Crispy Rava Masala Dosa,Crispy Rava Masala Dosa,Crispy Rava Masala Dosa,Non-Vegetarian,True,False,190,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7337,Plain Crispy Rava Onion Dosa,Plain Crispy Rava Onion Dosa,Plain Crispy Rava Onion Dosa,Vegetarian,True,False,190,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7338,Plain Crispy Rava Onion Masala Dosa,Plain Crispy Rava Onion Masala Dosa,Plain Crispy Rava Onion Masala Dosa,Non-Vegetarian,True,False,195,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7339,Plain Crispy Rava Onion Paneer Dosa,Plain Crispy Rava Onion Paneer Dosa,Plain Crispy Rava Onion Paneer Dosa,Vegetarian,True,False,210,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7340,Plain Mysore Rava Dosa,Plain Mysore Rava Dosa,Plain Mysore Rava Dosa,Non-Vegetarian,True,False,185,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7341,Mysore Rava Masala Dosa,Mysore Rava Masala Dosa,Mysore Rava Masala Dosa,Non-Vegetarian,True,False,195,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7342,Mysore Rava Paneer Dosa,Mysore Rava Paneer Dosa,Mysore Rava Paneer Dosa,Vegetarian,True,False,210,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7343,Plain Crispy Ragi Rava Dosa,Plain Crispy Ragi Rava Dosa,Plain Crispy Ragi Rava Dosa,Vegetarian,True,False,205,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7344,Crispy Ragi Rava Masala Dosa,Crispy Ragi Rava Masala Dosa,Crispy Ragi Rava Masala Dosa,Vegetarian,True,False,210,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7345,Crispy Ragi Rava Paneer Dosa,Crispy Ragi Rava Paneer Dosa,Crispy Ragi Rava Paneer Dosa,Non-Vegetarian,True,False,220,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7346,Plain Mysore Ragi Rava Dosa,Plain Mysore Ragi Rava Dosa,Plain Mysore Ragi Rava Dosa,Vegetarian,True,False,205,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7347,Mysore Ragi Rava Masala Dosa,Mysore Ragi Rava Masala Dosa,Mysore Ragi Rava Masala Dosa,Non-Vegetarian,True,False,215,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7348,Mysore Ragi Rava Paneer Dosa,Mysore Ragi Rava Paneer Dosa,Mysore Ragi Rava Paneer Dosa,Vegetarian,True,False,225,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7349,Rava Kesari,Rava Kesari,Rava Kesari,Vegetarian,True,False,125,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7350,Gulab Jamun,Gulab Jamun,Gulab Jamun,Non-Vegetarian,True,False,105,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7351,Gajar ka Halwa,Gajar ka Halwa,Gajar ka Halwa,Vegetarian,True,False,140,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7352,Moong Dal Halwa,Moong Dal Halwa,Moong Dal Halwa,Vegetarian,True,False,140,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7353,Badam Halwa,Badam Halwa,Badam Halwa,Non-Vegetarian,True,False,140,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7354,Kulfi,Kulfi,Kulfi,Vegetarian,True,False,145,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7355,Kulfi Falooda,Kulfi Falooda,Kulfi Falooda,Non-Vegetarian,True,False,155,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7356,Kulfi Falooda Sundae,Kulfi Falooda Sundae,Kulfi Falooda Sundae,Vegetarian,True,False,225,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7357,Rabri Falooda,Rabri Falooda,Rabri Falooda,Vegetarian,True,False,145,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7358,Phirni,Phirni,Phirni,Non-Vegetarian,True,False,175,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7359,Fruit Salad,Fruit Salad,Fruit Salad,Non-Vegetarian,True,False,155,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7360,Fruit Salad with Ice Cream,Fruit Salad with Ice Cream,Fruit Salad with Ice Cream,Non-Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7361,Dasaprakash Gadbad Special,Dasaprakash Gadbad Special,Dasaprakash Gadbad Special,Vegetarian,True,False,225,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7362,Dasaprakash Special Sundae,Dasaprakash Special Sundae,Dasaprakash Special Sundae,Non-Vegetarian,True,False,225,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7363,Mango Tango,Mango Tango,Mango Tango,Vegetarian,True,False,225,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7364,Banana Split,Banana Split,Banana Split,Vegetarian,True,False,225,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7365,Strawberry Vanilla Swirl,Strawberry Vanilla Swirl,Strawberry Vanilla Swirl,Vegetarian,True,False,225,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7366,Hot Fudge Sundae,Hot Fudge Sundae,Hot Fudge Sundae,Vegetarian,True,False,225,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7367,Single Scoop,Single Scoop,Single Scoop,Non-Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7368,Double Scoop,Double Scoop,Double Scoop,Non-Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
7369,Mineral Water [1 litre],Mineral Water [1 litre],Mineral Water [1 litre],Non-Vegetarian,True,False,60,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
